#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
585	NM_001130278	GL173172	+	2537	40200	2537	39946	22	2537,5244,7185,10908,12249,14347,16526,18780,19213,20680,21647,23245,23490,25294,29067,31099,34067,34892,35313,37762,38547,39834,	2682,5345,8535,11010,12400,14466,16648,18966,19348,20786,21744,23329,23600,25415,29181,31252,34166,35022,35460,37877,38746,40200,	0	hecw1	incmpl	cmpl	1,2,1,1,1,2,1,0,0,0,1,2,2,1,2,2,2,2,0,0,1,2,
586	NM_001006895	GL173172	+	153054	160867	155020	160242	8	153054,155011,155345,157491,159162,159511,159986,160339,	153158,155139,155465,157589,159270,159683,160306,160867,	0	blvra	cmpl	cmpl	-1,0,2,2,1,1,2,-1,
587	NM_001045803	GL173172	-	269758	293267	271159	293224	9	269758,272521,275866,278143,280579,286851,290109,291855,293080,	271236,272594,276043,278326,280726,286999,290317,291973,293267,	0	lancl2	cmpl	cmpl	1,0,0,0,0,2,1,0,0,
586	NM_001128028	GL173174	+	172879	252878	229749	252283	6	172879,229462,241424,244714,245715,252125,	173138,229840,241616,244861,245901,252878,	0	rspo1	cmpl	cmpl	-1,0,1,1,1,1,
587	NM_001016687	GL173174	-	314906	323334	315407	323294	6	314906,316085,318795,319437,321305,323213,	315443,316250,318974,319607,321439,323334,	0	dnali1	cmpl	cmpl	0,0,1,2,0,0,
587	NM_001001243	GL173174	+	265893	302396	265919	302356	16	265893,268140,268763,269420,275579,277240,286291,288656,291892,293257,293583,295676,298209,300323,301085,302206,	265983,268225,268858,269560,275764,277307,286450,288770,292021,293362,293742,295784,298622,300385,301165,302396,	0	gnl2	cmpl	cmpl	0,1,2,1,0,2,0,0,0,0,0,0,0,2,1,0,
587	NM_001002902	GL173174	+	323916	337324	325272	336996	10	323916,325255,327613,329171,330137,330480,335213,335705,336437,336960,	323958,325369,327655,329238,330214,330560,335312,335832,336524,337324,	0	cdca8	cmpl	cmpl	-1,0,0,0,1,0,2,2,0,0,
590	NM_001097348	GL173174	-	708906	763375	711938	763332	4	708906,711141,714937,763262,	711005,712649,715002,763375,	0	epha10	cmpl	cmpl	-1,0,1,0,
73	NM_001016419	GL173175	-	129249	140689	129335	140617	11	129249,129893,130847,133184,133377,134012,134647,136730,137665,139153,140511,	129447,130006,130913,133293,133416,134200,134864,136906,138052,139362,140689,	0	mettl3	cmpl	cmpl	2,0,0,2,2,0,2,0,0,1,0,
73	NM_001007866	GL173175	+	367901	704473	368037	702350	9	367901,368209,374860,400706,696958,699846,701181,702243,703907,	368044,368361,375001,400714,696999,700113,701229,702351,704473,	0	trac	cmpl	cmpl	0,1,0,0,2,1,1,1,-1,
585	NM_001005636	GL173175	-	104685	114595	105678	114522	8	104685,105907,106791,106990,108297,110994,111287,114476,	105783,105976,106903,107083,108380,111062,111359,114595,	0	rab2b	cmpl	cmpl	0,0,2,2,0,1,1,0,
585	NM_001017230	GL173175	-	26063	44756	26160	44633	7	26063,38921,39150,40518,41007,41745,44567,	26291,38961,39297,40674,41178,41838,44756,	0	supt16h	cmpl	cmpl	1,0,0,0,0,0,0,
585	NM_001097155	GL173175	+	114866	129147	114912	127585	9	114866,119491,120012,120892,121253,122800,123370,127229,127524,	114918,119560,120255,121153,121481,122881,124048,127396,129147,	0	tox4	cmpl	cmpl	0,0,0,0,0,0,0,0,2,
585	NM_001137617	GL173175	-	50883	85102	54434	84986	34	50883,54288,55129,56037,56343,57939,60460,60795,61124,61268,61709,62808,63070,63451,64738,65869,66752,67031,68497,70027,70383,71822,72514,73218,73851,75149,77556,77723,78458,79714,80786,82203,82473,84308,	52113,54485,55278,56239,56474,58449,60669,60997,61176,61341,61836,62912,63160,63609,64849,66052,66920,67227,68708,70283,70527,71999,72758,73340,73989,75351,77612,77792,78644,79829,81063,82315,82836,85102,	0	chd8	cmpl	cmpl	-1,0,1,0,1,1,2,1,0,2,1,2,2,0,0,0,0,2,1,0,0,0,2,0,0,2,0,0,0,2,1,0,0,0,
590	NM_001016940	GL173175	-	723052	727459	725115	727448	3	723052,725092,727237,	723236,725246,727459,	0	dad1	cmpl	cmpl	-1,1,0,
590	NM_001017287	GL173175	+	734270	745733	734297	744224	8	734270,735482,740534,741349,741979,742563,744134,744695,	734320,735571,740907,741504,742091,742750,744678,745733,	0	abhd4	cmpl	cmpl	0,2,1,2,1,2,0,-1,
585	NM_001011133	GL173176	+	429	17655	472	16496	27	429,1943,2765,3279,3577,3945,4760,6551,7871,8568,8724,9150,9967,10187,11009,11911,12478,12789,12945,13699,14266,14417,14577,15972,16145,16365,17443,	488,1995,2829,3309,3674,3993,4844,6635,7948,8641,8801,9265,10106,10248,11108,12001,12667,12841,13092,13791,14339,14490,14620,16068,16266,17427,17655,	0	ddx1	cmpl	cmpl	0,1,2,0,0,1,1,1,1,0,1,0,1,2,0,0,0,0,1,1,0,1,2,0,0,1,-1,
587	NM_001006873	GL173176	+	303457	309506	306103	309399	3	303457,306070,308776,	303702,306818,309506,	0	mycn	cmpl	cmpl	-1,0,1,
589	NM_001016838	GL173176	-	561391	609301	561685	577056	12	561391,561834,562814,564067,564429,566732,566894,568332,569063,576986,593912,609285,	561749,561905,562941,564147,564546,566810,567031,568438,569185,577066,593978,609301,	0	fam49a	cmpl	cmpl	2,0,2,0,0,0,1,0,1,0,-1,-1,
589	NM_001015853	GL173177	-	639455	648991	648424	648865	2	639455,648383,	640848,648991,	0	phlda1	cmpl	cmpl	-1,0,
590	NM_001015984	GL173177	-	667852	688284	668513	680970	15	667852,670345,671140,671916,672614,674496,675291,676219,676777,678716,678884,679139,679340,680953,688114,	668549,670396,671173,672039,672634,674642,675431,676291,676906,678797,679026,679242,679429,680982,688284,	0	nap1l1	cmpl	cmpl	0,0,0,0,1,2,0,0,0,0,2,1,2,0,-1,
590	NM_001126898	GL173177	-	744653	775557	745559	775557	20	744653,746598,749085,752280,754259,754974,755777,756960,757147,758786,759985,760599,761870,765253,766688,769298,770523,771566,772827,775484,	745695,746704,749191,752368,754445,755111,755867,757058,757246,758883,760084,760681,762055,765491,766860,769383,770727,771668,772908,775557,	0	osbpl8	cmpl	incmpl	2,1,0,2,2,0,0,1,1,0,0,2,0,2,1,0,0,0,0,2,
590	NM_001001249	GL173177	-	667852	688284	668513	680970	16	667852,670345,671140,671916,672614,674496,675291,676219,676777,678716,678884,679139,679340,680358,680953,688114,	668549,670396,671173,672039,672634,674642,675431,676291,676906,678797,679026,679242,679429,680385,680982,688284,	0	nap1l1	cmpl	cmpl	0,0,0,0,1,2,0,0,0,0,2,1,2,2,0,-1,
73	NM_001113028	GL173178	+	87964	152186	88008	152065	17	87964,118538,123999,124219,124882,125841,133149,139227,140109,140497,144684,145120,146224,147800,149919,151224,151987,	88044,118669,124088,124284,124940,125912,133256,139406,140138,140584,144771,145172,146346,149306,150069,151290,152186,	0	rai14	cmpl	cmpl	0,0,2,1,0,1,0,2,1,0,0,0,1,0,0,0,0,
586	NM_001045754	GL173178	-	185826	193019	185910	193015	10	185826,186806,187415,187611,188702,188962,189207,190338,190691,192877,	186159,186935,187517,187662,188776,189012,189278,190382,190803,193019,	0	brix1	cmpl	cmpl	0,0,0,0,1,2,0,1,0,0,
586	NM_001016045	GL173178	-	194345	198917	194643	198309	6	194345,195346,196519,197197,198114,198560,	194827,195445,196778,197306,198318,198917,	0	rad1	cmpl	cmpl	2,2,1,0,0,-1,
588	NM_001005029	GL173179	+	440570	474793	442980	474634	6	440570,442971,465096,465802,473904,474553,	440893,443115,465309,465873,474022,474793,	0	isoc2	cmpl	cmpl	-1,0,0,0,2,0,
589	NM_001016438	GL173179	-	613066	617135	613291	617077	4	613066,614167,616200,617074,	613585,614358,616348,617135,	0	ube2s	cmpl	cmpl	0,1,0,0,
590	NM_001016714	GL173179	-	687245	690452	687289	690445	4	687245,687650,688409,690364,	687379,687769,688533,690452,	0	rpl28	cmpl	cmpl	0,1,0,0,
590	NM_001008163	GL173179	+	663682	680436	663759	680140	3	663682,678555,680051,	664140,678667,680436,	0	rcvrn.2	cmpl	cmpl	0,0,1,
590	NM_001102982	GL173179	+	734648	742445	734709	742355	5	734648,736938,738676,740224,742024,	735034,736986,738829,740336,742445,	0	gsg1l	cmpl	cmpl	0,1,1,1,2,
73	NM_001128641	GL173180	-	595428	773120	595845	772621	32	595428,596180,597393,597667,598002,598191,598829,599858,600111,601337,601566,602016,602456,603110,603688,603886,607723,610498,610856,614014,614538,615312,617370,630212,631580,631883,652777,657966,662538,666992,668992,772552,	595968,596384,597512,597864,598074,598346,599065,600027,600208,601437,601729,602170,602629,603259,603800,603970,607776,610687,611017,614446,615217,615598,617512,630605,631689,632003,652924,658195,662611,667045,669110,773120,	0	nav2	cmpl	cmpl	0,0,1,2,2,0,1,0,2,1,0,2,0,1,0,0,1,1,2,2,1,0,2,2,1,1,2,1,0,1,0,0,
73	NM_001128641	GL173180	-	636432	674911	636432	674911	2	636432,674795,	636556,674911,	0	nav2	incmpl	incmpl	1,2,
73	NM_203635	GL173180	-	476724	526483	476806	526433	15	476724,487186,487469,494315,495936,503813,510067,514350,520952,521718,523399,523605,524630,525040,526411,	476916,487274,487520,494402,496124,503892,510167,514474,521092,521863,523502,523655,524713,525167,526483,	0	prmt3	cmpl	cmpl	1,0,0,0,1,0,2,1,2,1,0,1,2,1,0,
589	NM_001005817	GL173180	-	528143	537646	529738	535132	6	528143,530533,530818,534261,534943,537538,	529961,530595,530956,534369,535133,537646,	0	htatip2	cmpl	cmpl	2,0,0,0,0,-1,
73	NM_001130382	GL173181	+	128894	138142	128913	137205	17	128894,129494,129796,131521,132007,132208,132404,133477,134140,134319,134711,135178,135634,136327,136604,136859,137094,	128953,129579,129872,131620,132131,132312,132485,133615,134222,134436,134984,135246,135894,136509,136774,136970,138142,	0	gga3	cmpl	cmpl	0,1,2,0,0,1,0,0,0,1,1,1,0,2,1,0,0,
585	NM_001016440	GL173181	+	118695	125097	121663	123583	8	118695,121635,122494,122803,123074,123355,123733,124355,	118737,121748,122604,122959,123167,123713,123819,125097,	0	mif4gd	cmpl	cmpl	-1,0,1,0,0,0,-1,-1,
585	NM_001113930	GL173181	-	125241	128807	125444	128807	5	125241,125744,126200,127007,128751,	125666,125912,126264,127199,128807,	0	mrps7	cmpl	cmpl	0,0,2,2,0,
585	NM_204046	GL173181	-	24603	41393	24952	41292	19	24603,25567,26946,27558,27715,28114,28496,29813,30095,30463,31035,31703,31841,32211,33541,34326,34874,35183,41226,	25016,25726,27038,27624,27849,28342,28661,29892,30247,30554,31176,31760,32064,32331,33648,34446,35045,35333,41393,	0	c17orf28	cmpl	cmpl	2,2,0,0,1,1,1,0,1,0,0,0,2,2,0,0,0,0,0,
585	NM_001113113	GL173181	+	822	23939	847	23845	8	822,904,21182,21637,21902,22134,22577,23674,	883,1056,21536,21774,21961,22244,23587,23939,	0	otop3	cmpl	cmpl	0,2,1,1,0,2,1,0,
585	NM_001011021	GL173181	-	70949	74935	70995	72778	5	70949,71316,72526,72681,74869,	71127,71379,72598,72778,74935,	0	atp5h	cmpl	incmpl	0,0,0,2,-1,
585	NM_001142026	GL173181	+	113837	114426	113837	114191	1	113837,	114426,	0	armc7	incmpl	cmpl	0,
586	NM_001008129	GL173181	-	193697	214580	194559	202712	6	193697,195093,195804,198817,202634,214560,	194745,195298,195927,198915,202866,214580,	0	grb2	cmpl	cmpl	0,2,2,0,0,-1,
586	NM_001016406	GL173181	+	153718	158953	153728	158306	4	153718,155462,155677,158243,	153749,155594,155749,158953,	0	sumo2	cmpl	cmpl	0,0,0,0,
586	NM_001145748	GL173181	+	162143	168709	162156	168478	5	162143,164826,165665,168052,168356,	162212,164975,165751,168071,168709,	0	hn1	cmpl	cmpl	0,2,1,0,1,
586	NM_001004817	GL173181	-	139281	150039	139354	150027	19	139281,139544,140184,140440,140628,141101,141336,141766,142403,142606,142817,143721,144028,144295,144673,144853,146697,146991,149994,	139450,139646,140336,140541,140746,141253,141402,141850,142510,142738,142940,143856,144150,144365,144717,144924,146857,147085,150039,	0	nup85	cmpl	cmpl	0,0,1,2,1,2,2,2,0,0,0,0,1,0,1,2,1,0,0,
587	NM_001102898	GL173181	+	308496	320878	308653	320646	8	308496,310204,311401,311805,312123,317859,318612,320495,	308661,310369,311465,311889,312162,317915,318735,320878,	0	tsen54	cmpl	cmpl	0,2,2,0,0,0,2,2,
587	NM_001015691	GL173181	+	323018	344326	331507	343862	25	323018,331507,333330,333786,335332,335569,336560,336773,336909,337169,338055,338578,338848,339049,339426,339925,340198,340774,341031,341422,341741,342420,342744,343505,343854,	323078,331607,333412,333902,335491,335732,336693,336828,337067,337387,338123,338732,338953,339342,339565,340076,340315,340941,341296,341576,341767,342471,342787,343567,344326,	0	llgl2	incmpl	cmpl	-1,1,2,0,2,2,0,1,2,1,0,2,0,0,2,0,1,1,0,2,2,1,1,2,1,
588	NM_001142076	GL173181	-	411838	454696	412518	453744	19	411838,412487,413330,413603,413949,414091,416236,416441,417263,417381,417749,448446,448808,449522,451098,451410,452629,453605,454543,	411889,412619,413406,413864,414010,414792,416310,416500,417294,417481,417983,448529,448971,449637,451189,451929,452751,453767,454696,	0	recql5	cmpl	cmpl	-1,1,0,0,2,0,0,1,0,2,2,0,2,1,0,0,1,0,-1,
589	NM_001078731	GL173181	-	531486	532026	531486	532026	2	531486,531889,	531668,532026,	0	galk1	incmpl	incmpl	2,0,
589	NM_001078731	GL173181	-	547124	554722	547192	554706	6	547124,548426,548952,552698,552974,554553,	547264,548589,549105,552822,553164,554722,	0	galk1	cmpl	cmpl	0,2,2,1,0,0,
589	NM_001127035	GL173181	-	607406	626086	607562	626065	31	607406,609209,609873,611080,612126,612568,612748,612898,614054,614724,615830,616062,616364,617212,617679,618688,619256,619468,619960,620138,620324,620597,621063,621277,621713,621983,622219,622500,623378,624063,626008,	607672,609421,609997,611205,612232,612648,612817,613105,614150,614868,615951,616193,616416,617310,617736,618779,619381,619586,620064,620228,620429,620667,621132,621322,621900,622050,622279,622608,623474,624105,626086,	0	unc13d	cmpl	cmpl	1,2,1,2,2,0,0,0,0,0,2,0,2,0,0,2,0,2,0,0,0,2,2,2,1,0,0,0,0,0,0,
589	NM_001032343	GL173181	+	584774	598659	584795	597093	19	584774,586112,586683,588448,588828,589363,590104,590311,591216,592116,592365,592713,593418,594007,594480,595182,596095,597058,598367,	584902,586184,586893,588625,588959,589499,590222,590396,591359,592164,592551,592779,593593,594109,594669,595364,596366,598327,598659,	0	unk	cmpl	cmpl	0,2,2,2,2,1,2,0,1,0,0,0,0,1,1,1,0,1,-1,
589	NM_001112945	GL173181	+	603087	607921	603491	606831	8	603087,603161,603203,604124,604887,606038,606244,607485,	603151,603171,603911,604343,605008,606137,606842,607921,	0	LOC100127579	cmpl	cmpl	-1,-1,0,0,0,1,1,-1,
590	NM_001015762	GL173181	-	675432	689290	676196	689260	14	675432,676402,677875,678131,678332,679827,680919,681589,681849,682069,682773,683238,687741,689151,	676247,676609,678019,678237,678512,680018,681082,681759,681965,682189,682881,683399,687901,689290,	0	acox1	cmpl	cmpl	0,0,0,2,2,0,2,0,1,1,1,2,1,0,
590	NM_001134819	GL173181	-	695063	716701	695219	716654	21	695063,699745,700247,700781,702158,702480,702960,703611,704151,704530,704815,705243,705691,706153,708779,709303,710092,710751,711712,712076,716580,	698669,699838,700355,700865,702309,702674,703099,703790,704429,704631,704970,705516,705787,706261,708941,709342,710209,710875,711867,712176,716701,	0	evpl	cmpl	cmpl	0,0,0,0,2,0,2,0,1,2,0,0,0,0,0,0,0,2,0,2,0,
589	NM_001016883	GL173182	-	604752	622185	606326	621964	15	604752,607344,608053,608447,609470,610276,611356,613408,614695,615670,615808,616829,618941,620124,621909,	606396,607502,608133,608506,609560,610341,611430,613489,614829,615726,615865,616911,619084,620207,622185,	0	hdac3	cmpl	cmpl	2,0,1,2,2,0,1,1,2,0,0,2,0,1,0,
590	NM_001247979	GL173182	-	719955	739681	723089	734586	8	719955,723081,724997,726820,733407,733556,734384,739573,	720433,723122,725433,727009,733471,733622,734598,739681,	0	rell2	cmpl	cmpl	-1,0,2,2,1,1,0,-1,
590	NM_001247980	GL173182	-	719955	739681	723089	734586	8	719955,723081,724997,726820,733407,733556,734384,739609,	720433,723122,725433,727009,733471,733622,734598,739681,	0	rell2	cmpl	cmpl	-1,0,2,2,1,1,0,-1,
73	NM_204028	GL173183	-	305303	400923	306019	400910	8	305303,310267,311956,319657,323080,328473,376315,400829,	306117,310400,312077,319807,323180,328641,376472,400923,	0	eif3h	cmpl	cmpl	1,0,2,2,1,1,0,0,
73	NM_001011041	GL173183	+	521833	547125	521956	545394	8	521833,530072,533442,535623,536641,537870,545248,546640,	522027,530256,533597,535807,536747,538005,546630,547125,	0	slc30a8	cmpl	cmpl	0,2,0,2,0,1,1,-1,
588	NM_001045669	GL173183	+	414021	417086	414057	417022	3	414021,414611,416644,	414245,414786,417086,	0	utp23	cmpl	cmpl	0,2,0,
589	NM_001017241	GL173183	+	612046	615104	612048	614962	4	612046,613308,613715,614866,	612237,613467,613826,615104,	0	med30	cmpl	cmpl	0,0,0,0,
73	NM_001016345	GL173184	+	245686	288839	245715	287988	11	245686,256293,259068,267570,273813,276669,276854,278543,286312,287121,287926,	245811,256327,259101,267706,273906,276772,276969,278721,286550,287312,288839,	0	ddx25	cmpl	cmpl	0,0,1,1,2,2,0,1,2,2,1,
73	NM_001112937	GL173186	-	210851	288844	211287	288383	20	210851,215077,215379,216542,217166,217761,219080,219398,220697,222949,225005,226192,227499,228681,229188,229928,231306,244465,252337,288314,	211409,215193,215486,216630,217241,217920,219169,219531,220805,223046,225129,226341,227609,228726,229254,230018,231409,244604,252467,288844,	0	hectd2	cmpl	cmpl	1,0,1,0,0,0,1,0,0,2,1,2,0,0,0,0,2,1,0,0,
585	NM_001017008	GL173186	-	16740	20192	16740	20192	7	16740,17227,17426,17944,18739,19348,19939,	16928,17333,17501,18042,18860,19431,20192,	0	tnks2	incmpl	incmpl	1,0,0,1,0,1,0,
585	NM_001113108	GL173186	+	109016	113558	110570	111512	2	109016,110569,	109027,113558,	0	ppp1r3c.1	cmpl	cmpl	-1,0,
585	NM_001017008	GL173186	-	47554	72659	48418	72413	18	47554,49287,50082,50691,51288,52094,52370,53247,56141,58022,58209,59106,59276,60678,63472,66203,68510,72211,	48483,49385,50203,50774,51541,52283,52480,53469,56287,58102,58381,59185,59368,60804,63509,66299,68735,72659,	0	tnks2	cmpl	cmpl	1,1,0,1,0,0,1,1,0,1,0,2,0,0,1,1,1,0,
588	NM_203598	GL173186	+	513270	516280	513336	516207	8	513270,513462,513771,514520,515033,515641,515865,516054,	513339,513532,513942,514768,515192,515762,515969,516280,	0	itln1	cmpl	cmpl	0,0,1,1,0,0,1,0,
588	NM_001171513	GL173186	+	494773	499585	494793	499534	8	494773,494913,495341,495934,496399,497121,497346,499381,	494796,494983,495512,496182,496558,497242,497450,499585,	0	itln2	cmpl	cmpl	0,0,1,1,0,0,1,0,
588	NM_001030436	GL173186	+	448449	457363	448465	455879	9	448449,449567,450702,450925,451325,452162,452793,454305,455768,	448489,449747,450840,451033,451424,452261,452892,454404,457363,	0	ankrd1	cmpl	cmpl	0,0,0,0,0,0,0,0,0,
588	NM_001016584	GL173186	-	457229	481977	457530	469365	11	457229,458139,459132,460339,460564,462876,464231,466013,468427,469309,481910,	457631,458219,459170,460369,460681,462966,464303,466088,468484,469365,481977,	0	rpp30	cmpl	incmpl	1,2,0,0,0,0,0,0,0,1,-1,
588	NM_001112933	GL173186	+	472104	478148	472112	478091	7	472104,473064,475082,476557,476789,477008,477938,	472176,473238,475330,476716,476910,477112,478148,	0	LOC100127565	cmpl	cmpl	0,1,1,0,0,1,0,
73	NM_001045590	GL173188	+	522803	538915	522826	538227	5	522803,525941,533036,537800,538076,	524116,526039,533128,537885,538915,	0	s100pbp	cmpl	cmpl	0,0,2,1,2,
586	NM_001017174	GL173188	-	243631	244595	243766	244591	2	243631,244375,	243865,244595,	0	ndufs5	cmpl	cmpl	0,0,
587	NM_001015993	GL173188	-	308880	315041	309190	313815	11	308880,309492,310917,311127,311498,311931,312188,312518,313716,314757,314978,	309329,309707,311030,311290,311664,312066,312361,312692,313872,314856,315041,	0	adc	cmpl	cmpl	2,0,1,0,2,2,0,0,0,-1,-1,
587	NM_001123452	GL173188	+	381802	392361	386966	391380	4	381802,386952,388933,391062,	381861,387895,389077,392361,	0	zbtb8a.1	cmpl	cmpl	-1,0,0,0,
587	NM_203676	GL173188	+	372816	377375	373593	377144	4	372816,373579,375613,376820,	372890,374467,375783,377375,	0	zbtb8a.2	cmpl	cmpl	-1,0,1,0,
587	NM_001004791	GL173188	+	335566	347659	335601	347150	7	335566,344049,344255,345195,345504,346335,347142,	335700,344175,344366,345290,345577,346531,347659,	0	ak2	cmpl	cmpl	0,0,0,0,2,0,1,
588	NM_001016791	GL173188	-	393660	401490	393940	401418	7	393660,394556,396561,397108,397838,399340,401336,	394027,394593,396614,397191,397960,399365,401490,	0	zbtb8os	cmpl	cmpl	0,2,0,1,2,1,0,
588	NM_001004987	GL173188	-	498938	519701	499132	517239	14	498938,499338,504792,505450,505957,506180,506342,506794,511315,511472,511800,512585,517182,519623,	499243,499480,504986,505548,506093,506266,506478,506887,511396,511602,511976,512732,517288,519701,	0	yars	cmpl	cmpl	0,2,0,1,0,1,0,0,0,2,0,0,0,-1,
588	NM_001011394	GL173188	+	402000	416121	402067	415278	10	402000,402259,403031,409807,410024,412670,413808,414116,414587,415212,	402083,402407,403177,409925,410185,412797,413888,414174,414698,416121,	0	rbbp4	cmpl	cmpl	0,1,2,2,0,2,0,2,0,0,
